transaction_id,transaction_type,amount,customer_age,customer_gender,account_balance,device_type,location,merchant_category,transaction_time,international_transaction,fraud
1307,Transfer,42817.84,36,Female,103839.03,Mobile,Mumbai,Grocery,20,No,0
1308,Deposit,84392.53,37,Female,238117.5,Desktop,Delhi,Food,12,Yes,1
1309,Deposit,37003.23,46,Male,135331.5,Desktop,Kolkata,Grocery,8,Yes,1
1310,Transfer,8662.16,40,Female,485499.24,Mobile,Chennai,Electronics,12,No,0
1311,Deposit,57314.16,33,Female,152931.79,Desktop,Delhi,Food,18,Yes,1
1312,Deposit,17370.61,28,Male,405188.06,Mobile,Delhi,Travel,2,No,0
1313,Payment,83427.4,34,Female,455848.22,Mobile,Delhi,Travel,17,No,0
1314,Withdrawal,52016.85,18,Female,60696.83,Mobile,Mumbai,Food,18,Yes,0
1315,Transfer,78595.99,52,Female,439557.31,Desktop,Bangalore,Travel,18,No,1
1316,Withdrawal,40357.1,57,Female,24197.35,Desktop,Mumbai,Electronics,23,No,0
1317,Withdrawal,2121.27,70,Female,158919.9,Desktop,Delhi,Grocery,4,No,0
1318,Deposit,77425.69,38,Female,365755.71,Mobile,Mumbai,Travel,6,No,0
1319,Withdrawal,82119.64,50,Male,37480.4,Desktop,Mumbai,Food,18,Yes,1
1320,Payment,83713.97,33,Male,230942.09,Desktop,Mumbai,Fashion,11,No,0
1321,Transfer,68149.32,33,Female,246949.44,Desktop,Mumbai,Travel,18,No,1
1322,Withdrawal,74921.22,62,Male,146109.34,Desktop,Delhi,Grocery,18,Yes,0
1323,Payment,67801.76,35,Female,259074.21,Mobile,Bangalore,Grocery,20,Yes,1
1324,Transfer,22454.63,56,Female,357806.54,Desktop,Bangalore,Travel,11,No,0
1325,Deposit,30284.29,51,Female,294321.14,Mobile,Chennai,Fashion,17,No,0
1326,Transfer,48225.67,39,Female,322094.4,Desktop,Kolkata,Fashion,6,Yes,1
1327,Payment,89978.74,69,Female,331962.51,Mobile,Delhi,Travel,9,No,0
1328,Deposit,38888.66,20,Male,174867.69,Mobile,Chennai,Travel,21,No,0
1329,Payment,84079.81,53,Male,150423.11,Desktop,Mumbai,Fashion,23,Yes,0
1330,Withdrawal,65478.02,32,Female,115547.32,Desktop,Bangalore,Fashion,11,No,0
1331,Deposit,85136.27,48,Male,433864.72,Mobile,Bangalore,Grocery,16,Yes,0
1332,Deposit,53030.87,44,Male,436070.33,Mobile,Mumbai,Grocery,10,No,0
1333,Deposit,14408.09,63,Male,390575.88,Desktop,Kolkata,Grocery,10,Yes,1
1334,Withdrawal,21017.3,67,Male,290258.06,Mobile,Bangalore,Electronics,4,No,0
1335,Deposit,42959.64,48,Female,7311.22,Mobile,Kolkata,Electronics,10,Yes,1
1336,Transfer,62706.02,33,Male,348294.75,Desktop,Kolkata,Grocery,3,No,1
1337,Withdrawal,16785.32,70,Male,152610.12,Desktop,Bangalore,Food,19,No,0
1338,Payment,34339.01,49,Female,376307.21,Mobile,Bangalore,Electronics,7,Yes,0
1339,Payment,21197.9,19,Male,65965.18,Mobile,Bangalore,Fashion,17,Yes,0
1340,Transfer,66230.79,59,Male,28876.35,Mobile,Bangalore,Travel,12,Yes,1
1341,Deposit,70216.63,31,Male,154052.65,Mobile,Chennai,Fashion,19,Yes,1
1342,Transfer,51207.32,57,Male,144939.85,Mobile,Bangalore,Grocery,19,Yes,1
1343,Payment,35856.39,44,Female,84384.93,Desktop,Mumbai,Travel,10,Yes,1
1344,Transfer,90697.32,54,Female,78826.52,Mobile,Chennai,Electronics,23,Yes,1
1345,Payment,45729.45,36,Female,234817.29,Mobile,Mumbai,Electronics,9,No,0
1346,Withdrawal,42656.92,25,Male,426366.72,Mobile,Delhi,Grocery,21,Yes,1
1347,Deposit,95513.41,35,Male,189447.97,Desktop,Mumbai,Electronics,12,No,0
1348,Withdrawal,83587.26,62,Female,400950.05,Mobile,Delhi,Grocery,22,Yes,0
1349,Payment,10460.94,55,Female,402121.07,Desktop,Mumbai,Food,12,No,0
1350,Payment,48359.66,49,Male,444358.99,Desktop,Delhi,Electronics,8,No,0
1351,Payment,97791.77,60,Female,261954.34,Mobile,Bangalore,Grocery,15,No,0
1352,Deposit,14950.58,70,Male,10764.21,Mobile,Chennai,Travel,15,Yes,1
1353,Deposit,32131.32,39,Female,29923.6,Mobile,Chennai,Travel,12,Yes,1
1354,Deposit,80146.0,46,Male,429011.67,Desktop,Kolkata,Electronics,15,Yes,1
1355,Deposit,3679.61,53,Male,413824.84,Desktop,Chennai,Food,6,No,0
1356,Withdrawal,82548.57,70,Male,422937.13,Desktop,Chennai,Food,19,No,0
1357,Withdrawal,71619.76,25,Male,380863.38,Mobile,Delhi,Fashion,11,No,0
1358,Withdrawal,70239.4,20,Male,248748.96,Desktop,Delhi,Fashion,19,Yes,1
1359,Deposit,21637.39,70,Male,359810.02,Mobile,Bangalore,Electronics,20,Yes,0
1360,Deposit,45793.05,55,Male,482108.1,Mobile,Chennai,Electronics,17,No,0
1361,Deposit,92444.65,67,Male,347449.77,Mobile,Mumbai,Electronics,12,No,0
1362,Deposit,41924.61,56,Male,140429.96,Desktop,Kolkata,Travel,4,Yes,1
1363,Withdrawal,84323.14,53,Female,357377.81,Mobile,Mumbai,Grocery,19,No,0
1364,Payment,98135.42,59,Male,254427.25,Desktop,Delhi,Fashion,17,No,0
1365,Deposit,67456.92,52,Female,439351.23,Desktop,Delhi,Food,3,Yes,1
1366,Transfer,67058.39,30,Female,376341.58,Mobile,Kolkata,Fashion,4,Yes,1
1367,Withdrawal,20479.69,52,Male,182547.81,Desktop,Delhi,Food,21,Yes,0
1368,Deposit,23835.79,68,Female,348003.36,Mobile,Bangalore,Travel,13,No,0
1369,Transfer,1395.23,34,Male,312178.04,Desktop,Mumbai,Fashion,18,Yes,0
1370,Payment,29488.35,29,Male,97553.41,Mobile,Chennai,Electronics,12,Yes,0
1371,Withdrawal,13093.65,55,Female,7794.34,Desktop,Mumbai,Electronics,4,No,0
1372,Withdrawal,49106.04,54,Female,41075.99,Desktop,Chennai,Grocery,5,Yes,0
1373,Payment,41651.53,52,Female,50513.05,Mobile,Mumbai,Fashion,10,No,0
1374,Deposit,99663.45,70,Male,61787.37,Desktop,Bangalore,Grocery,20,Yes,0
1375,Withdrawal,38199.12,68,Male,196008.59,Desktop,Delhi,Food,11,No,0
1376,Withdrawal,89838.33,30,Female,259377.88,Mobile,Mumbai,Food,17,Yes,1
1377,Payment,67066.48,67,Male,433150.67,Desktop,Delhi,Grocery,17,No,0
1378,Transfer,74714.39,27,Male,232316.49,Desktop,Delhi,Electronics,2,Yes,1
1379,Withdrawal,55852.61,54,Male,455938.35,Desktop,Bangalore,Travel,20,No,0
1380,Transfer,39011.24,25,Male,322504.26,Mobile,Chennai,Electronics,22,Yes,1
1381,Transfer,29054.68,61,Female,305250.09,Desktop,Bangalore,Travel,12,Yes,1
1382,Payment,13724.51,43,Female,480266.46,Mobile,Kolkata,Fashion,0,Yes,1
1383,Transfer,57314.59,43,Male,155822.12,Desktop,Mumbai,Travel,20,Yes,1
1384,Payment,61726.8,34,Male,61738.16,Mobile,Chennai,Travel,20,Yes,1
1385,Transfer,25143.69,30,Female,476012.25,Desktop,Mumbai,Grocery,3,No,0
1386,Payment,31846.82,46,Female,310089.5,Desktop,Chennai,Grocery,18,No,0
1387,Deposit,16947.09,38,Male,393901.76,Desktop,Kolkata,Fashion,4,No,0
1388,Deposit,44591.26,67,Female,246050.83,Mobile,Mumbai,Food,2,No,0
1389,Payment,89140.57,30,Female,368104.59,Mobile,Delhi,Electronics,16,Yes,0
1390,Deposit,76943.11,31,Male,278039.03,Desktop,Mumbai,Fashion,12,Yes,0
1391,Withdrawal,13474.74,50,Male,201408.65,Mobile,Mumbai,Food,21,Yes,0
1392,Payment,44677.42,29,Male,369280.31,Desktop,Kolkata,Electronics,7,No,0
1393,Withdrawal,37006.58,20,Male,261353.19,Desktop,Bangalore,Travel,14,Yes,1
1394,Withdrawal,10412.18,51,Female,418261.77,Desktop,Chennai,Food,18,Yes,1
1395,Deposit,36593.15,59,Male,260748.13,Desktop,Mumbai,Food,12,No,0
1396,Withdrawal,48737.47,48,Male,253409.31,Mobile,Bangalore,Grocery,7,Yes,0
1397,Withdrawal,21230.56,29,Male,184300.36,Mobile,Mumbai,Travel,10,Yes,0
1398,Deposit,47954.21,55,Male,325393.32,Desktop,Delhi,Grocery,1,Yes,0
1399,Payment,13558.93,50,Male,445944.85,Mobile,Delhi,Grocery,8,Yes,0
1400,Deposit,59975.82,54,Male,439861.95,Desktop,Delhi,Grocery,14,No,0
1401,Payment,22014.45,44,Male,398334.95,Mobile,Chennai,Food,8,Yes,0
1402,Withdrawal,92242.96,56,Male,118757.82,Desktop,Mumbai,Electronics,0,Yes,1
1403,Deposit,82668.77,56,Male,92823.98,Mobile,Chennai,Food,3,Yes,1
1404,Payment,90208.28,52,Male,448999.63,Desktop,Chennai,Travel,11,Yes,1
1405,Deposit,23025.68,69,Female,395830.01,Desktop,Kolkata,Food,23,Yes,1
1406,Withdrawal,47766.41,32,Male,145217.0,Desktop,Kolkata,Grocery,0,Yes,0
1407,Transfer,52024.21,42,Male,345444.53,Desktop,Bangalore,Fashion,3,Yes,1
1408,Withdrawal,26204.16,52,Female,284511.77,Desktop,Bangalore,Grocery,13,No,0
1409,Deposit,25452.39,37,Female,388226.27,Desktop,Mumbai,Electronics,23,Yes,1
1410,Payment,10117.83,50,Female,394110.16,Mobile,Mumbai,Travel,20,Yes,0
1411,Payment,47219.7,56,Female,48629.64,Desktop,Mumbai,Fashion,2,Yes,0
1412,Deposit,61435.16,51,Female,357244.89,Mobile,Mumbai,Travel,14,Yes,1
1413,Withdrawal,19555.17,68,Male,309519.04,Mobile,Kolkata,Grocery,20,Yes,0
1414,Transfer,99682.03,67,Female,179798.19,Desktop,Bangalore,Food,6,Yes,1
1415,Transfer,91925.82,53,Female,364438.66,Desktop,Kolkata,Fashion,7,Yes,1
1416,Deposit,57533.18,34,Male,206531.64,Mobile,Chennai,Electronics,16,No,0
1417,Transfer,80313.93,34,Female,348624.97,Desktop,Chennai,Travel,7,No,0
1418,Deposit,68191.31,55,Male,243575.23,Desktop,Delhi,Travel,20,Yes,1
1419,Payment,80036.12,44,Female,260669.59,Mobile,Kolkata,Grocery,9,Yes,1
1420,Withdrawal,7695.28,29,Female,160367.03,Mobile,Chennai,Fashion,5,Yes,0
1421,Payment,23562.65,33,Female,107355.42,Mobile,Mumbai,Food,11,Yes,0
1422,Transfer,92026.79,61,Female,308844.35,Mobile,Bangalore,Fashion,19,No,1
1423,Withdrawal,49131.45,66,Female,201950.35,Mobile,Delhi,Food,13,No,0
1424,Transfer,50297.27,43,Male,231312.04,Mobile,Chennai,Travel,10,Yes,1
1425,Payment,38004.86,24,Female,183993.15,Desktop,Mumbai,Food,8,Yes,1
1426,Withdrawal,36655.82,49,Female,109213.58,Desktop,Kolkata,Travel,8,No,0
1427,Payment,97929.32,61,Male,408024.38,Desktop,Mumbai,Food,13,No,1
1428,Payment,47351.4,18,Male,213652.73,Mobile,Chennai,Food,23,No,0
1429,Withdrawal,25172.31,54,Male,202208.94,Mobile,Delhi,Grocery,8,No,0
1430,Transfer,45040.5,39,Female,183676.2,Desktop,Kolkata,Electronics,13,Yes,1
1431,Payment,57727.69,59,Male,489789.7,Desktop,Kolkata,Fashion,21,No,0
1432,Deposit,88974.28,42,Female,234557.28,Mobile,Mumbai,Fashion,13,No,0
1433,Transfer,8003.28,39,Male,160173.62,Desktop,Kolkata,Food,20,No,0
1434,Deposit,78119.31,41,Female,209924.59,Mobile,Delhi,Grocery,23,Yes,1
1435,Transfer,21136.09,43,Male,52299.09,Desktop,Chennai,Electronics,0,No,0
1436,Transfer,10482.45,57,Male,46734.08,Desktop,Kolkata,Grocery,7,No,0
1437,Payment,13214.58,28,Male,22401.72,Desktop,Kolkata,Travel,14,No,0
1438,Payment,96957.27,62,Male,297461.31,Desktop,Chennai,Travel,16,No,0
1439,Deposit,54012.85,69,Male,223720.85,Desktop,Bangalore,Fashion,4,No,1
1440,Payment,34454.1,48,Male,345446.13,Desktop,Bangalore,Fashion,0,No,0
1441,Payment,79697.06,53,Female,98342.63,Desktop,Bangalore,Grocery,5,No,0
1442,Payment,26371.73,45,Male,260721.98,Desktop,Kolkata,Food,8,No,0
1443,Transfer,18322.48,36,Male,320261.89,Desktop,Kolkata,Food,15,Yes,1
1444,Payment,5058.24,52,Male,97039.11,Mobile,Kolkata,Fashion,4,No,0
1445,Payment,9110.68,18,Female,112508.1,Desktop,Kolkata,Travel,11,No,0
1446,Transfer,33091.84,66,Male,32738.98,Desktop,Delhi,Food,15,Yes,1
1447,Withdrawal,81743.35,18,Male,487426.26,Mobile,Bangalore,Travel,7,Yes,1
1448,Transfer,52161.8,31,Female,197615.87,Desktop,Kolkata,Grocery,20,Yes,1
1449,Transfer,25405.94,58,Female,103368.2,Mobile,Mumbai,Electronics,7,No,0
1450,Payment,79459.6,55,Male,200925.11,Mobile,Delhi,Electronics,18,No,0
1451,Payment,37202.73,23,Male,83060.74,Mobile,Chennai,Fashion,20,Yes,1
1452,Payment,70162.68,68,Male,67284.59,Mobile,Kolkata,Food,20,No,0
1453,Deposit,73345.56,19,Female,182292.91,Mobile,Kolkata,Electronics,15,No,0
1454,Deposit,19058.61,29,Female,165222.03,Desktop,Kolkata,Food,17,Yes,1
1455,Payment,44993.48,70,Female,273094.95,Desktop,Delhi,Food,12,Yes,0
1456,Withdrawal,77624.06,33,Female,361896.76,Desktop,Mumbai,Food,21,No,0
1457,Payment,61342.62,38,Female,322247.45,Mobile,Delhi,Food,21,Yes,1
1458,Payment,17946.02,20,Male,57992.31,Mobile,Delhi,Electronics,18,No,0
1459,Withdrawal,5003.65,32,Male,11477.62,Mobile,Bangalore,Electronics,14,Yes,1
1460,Deposit,82220.45,68,Male,412703.27,Desktop,Chennai,Electronics,23,Yes,0
1461,Transfer,94465.89,51,Male,55106.43,Mobile,Chennai,Travel,6,Yes,1
1462,Payment,57045.76,29,Female,374323.65,Desktop,Bangalore,Travel,3,Yes,1
1463,Deposit,50518.81,60,Male,269280.74,Desktop,Kolkata,Fashion,17,No,0
1464,Deposit,76442.02,45,Female,306164.62,Mobile,Bangalore,Food,23,No,1
1465,Deposit,44805.23,43,Male,364525.07,Desktop,Chennai,Electronics,16,Yes,0
1466,Withdrawal,756.23,32,Male,428581.61,Mobile,Kolkata,Food,16,Yes,1
1467,Deposit,35630.01,26,Female,186706.03,Mobile,Mumbai,Fashion,9,Yes,0
1468,Payment,73453.17,64,Female,397487.58,Mobile,Bangalore,Food,3,No,1
1469,Deposit,7939.89,21,Female,177225.45,Desktop,Bangalore,Electronics,7,Yes,0
1470,Deposit,5507.38,51,Male,163061.69,Mobile,Kolkata,Food,22,Yes,1
1471,Deposit,97106.92,66,Male,114932.39,Desktop,Bangalore,Grocery,4,No,1
1472,Transfer,54860.43,34,Male,202270.88,Desktop,Mumbai,Grocery,15,Yes,1
1473,Payment,56160.64,65,Male,124945.97,Desktop,Bangalore,Fashion,21,Yes,1
1474,Deposit,42411.71,40,Male,163765.49,Mobile,Kolkata,Grocery,11,No,0
1475,Deposit,4583.27,70,Male,103844.18,Desktop,Mumbai,Electronics,3,Yes,1
1476,Payment,86888.36,70,Female,11797.98,Mobile,Kolkata,Travel,15,Yes,1
1477,Payment,20459.76,51,Female,276656.03,Mobile,Delhi,Travel,18,Yes,1
1478,Transfer,28472.95,68,Female,31277.2,Mobile,Delhi,Travel,21,No,0
1479,Withdrawal,86441.8,19,Female,434368.17,Desktop,Mumbai,Travel,16,Yes,0
1480,Deposit,86690.6,52,Male,97276.61,Desktop,Chennai,Electronics,1,Yes,0
1481,Withdrawal,33423.61,43,Male,14094.25,Desktop,Kolkata,Fashion,7,No,0
1482,Withdrawal,87879.86,70,Male,472347.67,Desktop,Mumbai,Grocery,10,No,0
1483,Transfer,73015.98,51,Male,211580.0,Mobile,Bangalore,Fashion,19,No,1
1484,Payment,20755.05,26,Male,431980.89,Desktop,Chennai,Grocery,13,Yes,0
1485,Payment,31817.87,53,Male,96146.93,Mobile,Delhi,Fashion,13,No,0
1486,Withdrawal,15280.51,30,Male,70115.21,Mobile,Chennai,Food,8,Yes,0
1487,Payment,68769.05,40,Male,345629.94,Desktop,Mumbai,Food,19,No,0
1488,Withdrawal,18479.25,42,Female,239554.23,Mobile,Mumbai,Grocery,1,No,0
1489,Transfer,92550.96,44,Male,372471.5,Mobile,Mumbai,Electronics,5,No,0
1490,Deposit,68817.48,47,Male,216640.06,Mobile,Chennai,Travel,23,No,1
1491,Transfer,52112.84,46,Female,414370.0,Mobile,Mumbai,Food,17,No,0
1492,Transfer,55814.32,51,Male,98975.92,Desktop,Bangalore,Fashion,9,No,1
1493,Withdrawal,61352.11,21,Male,234471.58,Desktop,Delhi,Food,3,Yes,1
1494,Payment,39367.36,38,Female,17331.5,Desktop,Chennai,Grocery,14,Yes,1
1495,Payment,71865.63,25,Male,61511.64,Desktop,Kolkata,Electronics,16,No,0
1496,Payment,37930.0,42,Male,385288.86,Desktop,Chennai,Grocery,5,Yes,1
1497,Transfer,42016.21,37,Female,147946.37,Mobile,Delhi,Grocery,6,Yes,0
1498,Withdrawal,1319.56,49,Female,274033.07,Mobile,Chennai,Travel,7,Yes,0
1499,Deposit,45428.47,46,Male,302602.2,Mobile,Mumbai,Food,8,Yes,1
1500,Payment,5600.89,40,Male,76960.34,Mobile,Chennai,Food,9,No,0
1501,Transfer,10977.88,29,Male,337684.8,Mobile,Bangalore,Food,11,Yes,1
1502,Withdrawal,32349.9,42,Male,380428.78,Mobile,Kolkata,Travel,4,Yes,0
1503,Withdrawal,32987.93,44,Male,349435.6,Mobile,Delhi,Food,23,Yes,1
1504,Withdrawal,42762.66,38,Female,265068.66,Desktop,Mumbai,Food,18,No,0
1505,Deposit,49301.19,29,Male,355750.6,Mobile,Delhi,Electronics,0,No,0
1506,Transfer,73773.09,31,Female,209950.36,Desktop,Kolkata,Food,20,Yes,1
1507,Payment,69032.7,34,Male,157347.41,Desktop,Delhi,Electronics,21,No,0
1508,Transfer,83221.07,30,Female,417743.52,Desktop,Bangalore,Electronics,20,Yes,1
1509,Deposit,89216.63,52,Female,233922.69,Desktop,Delhi,Food,9,No,0
1510,Transfer,20905.42,61,Female,400769.99,Desktop,Delhi,Grocery,8,Yes,1
1511,Deposit,62688.43,28,Female,97752.56,Mobile,Kolkata,Fashion,22,Yes,1
1512,Transfer,49755.74,33,Female,228693.63,Desktop,Mumbai,Food,9,Yes,1
1513,Transfer,77801.26,23,Female,255467.37,Desktop,Chennai,Grocery,6,No,0
1514,Withdrawal,77575.77,27,Male,411958.57,Mobile,Mumbai,Electronics,14,No,0
1515,Transfer,510.58,20,Male,169978.43,Mobile,Delhi,Food,21,No,1
1516,Withdrawal,63921.2,31,Female,104274.98,Desktop,Kolkata,Food,10,No,0
1517,Withdrawal,15017.14,35,Male,12552.08,Mobile,Mumbai,Food,11,No,0
1518,Withdrawal,57450.89,28,Male,159131.89,Desktop,Chennai,Travel,1,Yes,1
1519,Transfer,10682.1,21,Male,216100.54,Mobile,Chennai,Food,20,No,0
1520,Withdrawal,33299.98,30,Male,486972.54,Desktop,Chennai,Grocery,2,No,1
1521,Withdrawal,68479.35,63,Female,237920.21,Mobile,Mumbai,Food,8,No,0
1522,Withdrawal,78898.99,38,Female,246315.83,Mobile,Bangalore,Electronics,11,No,0
1523,Payment,28297.51,40,Male,256435.08,Desktop,Delhi,Fashion,17,Yes,0
1524,Deposit,40141.57,44,Male,312333.05,Mobile,Bangalore,Travel,2,No,0
1525,Deposit,78452.97,45,Female,274540.81,Mobile,Mumbai,Electronics,23,No,1
1526,Deposit,32605.27,24,Female,92206.13,Desktop,Delhi,Food,3,No,0
1527,Transfer,9144.25,70,Male,444194.46,Mobile,Mumbai,Grocery,14,No,0
1528,Deposit,19647.1,61,Female,153368.99,Desktop,Bangalore,Fashion,2,Yes,0
1529,Deposit,84778.91,36,Male,187765.33,Mobile,Delhi,Food,11,Yes,0
1530,Transfer,23600.59,62,Female,314481.08,Desktop,Bangalore,Travel,13,Yes,0
1531,Deposit,13992.98,53,Female,422447.2,Desktop,Bangalore,Grocery,9,Yes,1
1532,Transfer,64874.09,27,Female,330673.71,Mobile,Delhi,Grocery,20,No,0
1533,Deposit,62362.52,47,Female,278264.77,Desktop,Bangalore,Fashion,7,Yes,1
1534,Transfer,57836.06,64,Male,357504.35,Desktop,Bangalore,Food,18,No,1
1535,Transfer,56858.14,63,Female,61016.36,Desktop,Delhi,Grocery,23,No,1
1536,Transfer,52383.34,57,Male,126389.5,Mobile,Chennai,Food,9,Yes,0
1537,Transfer,46939.99,50,Female,289112.82,Desktop,Bangalore,Fashion,9,No,1
1538,Withdrawal,72724.47,54,Female,35401.79,Desktop,Chennai,Grocery,18,Yes,1
1539,Withdrawal,80908.69,57,Male,146973.75,Mobile,Mumbai,Food,2,No,1
1540,Withdrawal,27594.19,34,Male,372007.44,Mobile,Chennai,Grocery,21,No,0
1541,Payment,26199.13,62,Male,245034.66,Mobile,Kolkata,Electronics,4,Yes,0
1542,Deposit,77059.74,33,Female,364369.55,Mobile,Mumbai,Food,23,No,1
1543,Withdrawal,75572.84,25,Male,87962.2,Desktop,Bangalore,Fashion,15,Yes,1
1544,Deposit,47511.5,27,Female,10872.2,Desktop,Bangalore,Fashion,16,Yes,1
1545,Withdrawal,95622.75,45,Female,170808.87,Desktop,Delhi,Fashion,20,No,0
1546,Payment,73457.91,55,Male,262376.4,Mobile,Kolkata,Food,0,Yes,0
1547,Transfer,41183.75,51,Male,344322.28,Desktop,Mumbai,Fashion,8,Yes,1
1548,Transfer,5782.5,56,Male,475492.03,Mobile,Delhi,Electronics,19,Yes,1
1549,Payment,89610.56,62,Male,130401.19,Desktop,Delhi,Travel,8,No,0
1550,Withdrawal,25807.93,67,Male,142257.3,Mobile,Bangalore,Travel,10,Yes,1
1551,Withdrawal,17875.16,22,Female,489813.88,Mobile,Chennai,Travel,5,No,0
1552,Deposit,21916.81,59,Male,456741.57,Desktop,Delhi,Electronics,2,Yes,0
1553,Withdrawal,77745.99,19,Female,78682.87,Mobile,Delhi,Travel,8,Yes,0
1554,Deposit,57506.56,50,Female,241679.02,Desktop,Delhi,Food,7,Yes,1
1555,Deposit,12208.24,52,Female,170052.66,Desktop,Bangalore,Electronics,20,Yes,1
1556,Withdrawal,8137.63,47,Female,325657.32,Mobile,Chennai,Electronics,12,Yes,1
1557,Deposit,89656.42,58,Female,245819.25,Desktop,Mumbai,Grocery,1,Yes,1
1558,Payment,48974.33,22,Female,252343.65,Desktop,Delhi,Electronics,10,Yes,1
1559,Transfer,40610.23,31,Female,470344.45,Mobile,Chennai,Grocery,2,Yes,0
1560,Deposit,65417.77,48,Male,125127.86,Mobile,Delhi,Grocery,20,Yes,0
1561,Transfer,45672.84,28,Male,409811.09,Mobile,Delhi,Travel,19,Yes,1
1562,Payment,42678.53,69,Female,165496.3,Mobile,Kolkata,Grocery,1,Yes,1
1563,Transfer,27461.95,66,Female,88185.17,Desktop,Chennai,Grocery,14,Yes,0
1564,Transfer,13423.75,68,Female,389942.51,Mobile,Bangalore,Electronics,0,Yes,1
1565,Transfer,70703.45,55,Female,211030.01,Desktop,Mumbai,Grocery,4,No,1
1566,Deposit,24001.45,29,Male,300154.63,Desktop,Chennai,Electronics,20,No,0
1567,Transfer,55815.27,30,Male,493368.74,Mobile,Chennai,Fashion,17,Yes,1
1568,Payment,27715.02,30,Male,399323.42,Desktop,Bangalore,Grocery,5,Yes,1
1569,Withdrawal,28577.95,45,Female,170475.84,Desktop,Delhi,Electronics,23,Yes,0
1570,Payment,15888.76,19,Female,259877.34,Mobile,Mumbai,Travel,18,No,0
1571,Withdrawal,23083.32,25,Female,117752.12,Mobile,Bangalore,Grocery,12,Yes,1
1572,Deposit,5528.5,45,Male,112001.76,Desktop,Mumbai,Travel,11,Yes,0
1573,Payment,63238.91,35,Male,171266.21,Mobile,Chennai,Electronics,8,Yes,1
1574,Deposit,45912.03,28,Female,113827.51,Desktop,Chennai,Grocery,20,Yes,0
1575,Payment,8738.79,51,Female,431788.53,Mobile,Chennai,Travel,14,No,0
1576,Deposit,73644.27,33,Male,167011.49,Mobile,Chennai,Grocery,18,Yes,1
1577,Transfer,4101.86,48,Male,215720.33,Desktop,Bangalore,Electronics,14,No,0
1578,Transfer,69346.67,44,Male,70692.44,Desktop,Mumbai,Electronics,0,No,0
1579,Payment,70360.12,54,Male,488328.29,Desktop,Mumbai,Travel,5,No,0
1580,Transfer,86052.23,22,Female,447250.05,Desktop,Chennai,Electronics,9,No,0
1581,Payment,78790.42,23,Female,369201.59,Mobile,Chennai,Fashion,1,Yes,1
1582,Deposit,61951.43,41,Female,91757.36,Mobile,Chennai,Grocery,4,No,1
1583,Transfer,64938.94,65,Male,377820.88,Mobile,Kolkata,Fashion,8,No,1
1584,Transfer,37344.1,46,Female,253217.8,Mobile,Bangalore,Food,21,No,0
1585,Withdrawal,80010.4,62,Male,98235.02,Desktop,Delhi,Electronics,12,Yes,1
1586,Transfer,11025.56,35,Male,350055.64,Desktop,Mumbai,Grocery,16,Yes,1
1587,Payment,47443.1,44,Female,370166.08,Mobile,Kolkata,Grocery,2,Yes,0
1588,Payment,83511.26,51,Female,208787.41,Desktop,Kolkata,Travel,18,No,0
1589,Payment,89838.36,37,Male,395687.51,Mobile,Bangalore,Fashion,9,Yes,1
1590,Withdrawal,45647.06,28,Male,357347.03,Desktop,Mumbai,Grocery,22,Yes,1
1591,Transfer,4211.03,38,Male,223239.88,Desktop,Mumbai,Grocery,17,Yes,0
1592,Withdrawal,14879.63,46,Male,269153.26,Mobile,Delhi,Travel,15,Yes,0
1593,Withdrawal,15689.72,65,Female,325385.76,Desktop,Bangalore,Fashion,18,Yes,0
1594,Deposit,33934.57,25,Female,450586.36,Mobile,Chennai,Electronics,9,Yes,0
1595,Payment,44652.67,23,Female,32241.65,Mobile,Chennai,Food,7,No,0
1596,Transfer,53887.39,46,Male,488040.56,Desktop,Mumbai,Travel,10,Yes,0
1597,Withdrawal,39816.04,63,Female,187966.83,Desktop,Delhi,Fashion,11,No,0
1598,Deposit,87442.74,23,Male,365287.41,Desktop,Bangalore,Travel,9,Yes,0
1599,Deposit,72887.69,44,Male,418578.21,Mobile,Mumbai,Grocery,9,No,0
1600,Withdrawal,6704.97,55,Female,48781.9,Desktop,Kolkata,Travel,5,No,0
1601,Payment,20005.83,42,Female,279164.13,Mobile,Kolkata,Food,9,No,0
1602,Deposit,22529.57,68,Male,81241.86,Desktop,Bangalore,Electronics,20,No,0
1603,Deposit,90688.64,59,Male,19079.08,Desktop,Bangalore,Electronics,19,No,0
1604,Deposit,86847.76,58,Female,487258.08,Mobile,Kolkata,Food,23,Yes,0
1605,Payment,58207.28,27,Female,233216.76,Mobile,Kolkata,Grocery,1,No,1
1606,Withdrawal,4966.62,36,Male,259363.91,Mobile,Delhi,Food,5,No,0
1607,Withdrawal,27218.75,62,Female,52437.54,Desktop,Mumbai,Electronics,4,No,0
1608,Deposit,41258.25,28,Male,112848.72,Mobile,Mumbai,Food,19,Yes,0
1609,Transfer,11744.91,26,Male,242361.52,Desktop,Kolkata,Grocery,14,No,1
1610,Withdrawal,2973.08,70,Male,115067.13,Mobile,Mumbai,Fashion,4,Yes,1
1611,Transfer,42538.03,66,Male,43478.97,Desktop,Bangalore,Electronics,6,Yes,1
1612,Transfer,46961.33,34,Male,37792.44,Mobile,Delhi,Electronics,19,Yes,1
1613,Payment,18559.7,40,Male,49935.76,Desktop,Chennai,Fashion,11,Yes,0
